ymd,hm,conzone_id,conzone_name,line_code,line_name,avg_speed,amount
20200101,0900,0010CZE300,회덕JC-신탄진IC,1,일반차로,96.80,87
20200101,0900,0010CZE310,신탄진IC-남청주IC,1,일반차로,94.47,110
20200101,0900,0010CZE310,신탄진IC-남청주IC,2,버스차로,102.83,14
20200101,0900,0010CZE320,남청주IC-청주JC,1,일반차로,102.89,80
20200101,0900,0010CZE320,남청주IC-청주JC,2,버스차로,108.05,13
20200101,0900,0010CZE330,청주JC-남이JC,1,일반차로,98.19,113
20200101,0900,0010CZE330,청주JC-남이JC,2,버스차로,103.75,8
20200101,0900,0010CZE340,남이JC-청주IC,1,일반차로,100.90,47
20200101,0900,0010CZE340,남이JC-청주IC,2,버스차로,97.28,16
20200101,0900,0010CZE350,청주IC-옥산IC,1,일반차로,98.99,66
20200101,0900,0010CZE350,청주IC-옥산IC,2,버스차로,101.06,14
20200101,0900,0010CZE355,옥산IC-옥산JC,1,일반차로,101.30,53
20200101,0900,0010CZE355,옥산IC-옥산JC,2,버스차로,103.49,15
20200101,0900,0010CZE357,옥산JC-목천IC,1,일반차로,99.13,71
20200101,0900,0010CZE357,옥산JC-목천IC,2,버스차로,99.19,15
20200101,0900,0010CZE360,목천IC-천안JC,1,일반차로,99.96,63
20200101,0900,0010CZE360,목천IC-천안JC,2,버스차로,110.20,17
20200101,0900,0010CZE370,천안JC-천안IC,1,일반차로,105.21,107
20200101,0900,0010CZE370,천안JC-천안IC,2,버스차로,111.36,19
20200101,0900,0010CZE380,천안IC-북천안IC,1,일반차로,99.38,155
20200101,0900,0010CZE380,천안IC-북천안IC,2,버스차로,104.17,23
20200101,0900,0010CZE385,북천안IC-안성IC,1,일반차로,104.34,160
20200101,0900,0010CZE385,북천안IC-안성IC,2,버스차로,115.05,18
20200101,0900,0010CZE390,안성IC-안성JC,1,일반차로,107.98,100
20200101,0900,0010CZE390,안성IC-안성JC,2,버스차로,116.38,18
20200101,0900,0010CZE400,안성JC-오산IC,1,일반차로,103.69,142
20200101,0900,0010CZE400,안성JC-오산IC,2,버스차로,108.29,20
20200101,0900,0010CZE410,오산IC-동탄JC,1,일반차로,105.92,185
20200101,0900,0010CZE410,오산IC-동탄JC,2,버스차로,115.13,24
20200101,0900,0010CZE420,동탄JC-기흥동탄IC,1,일반차로,97.20,88
20200101,0900,0010CZE420,동탄JC-기흥동탄IC,2,버스차로,100.10,17
20200101,0900,0010CZE430,기흥동탄IC-기흥IC,1,일반차로,99.46,240
20200101,0900,0010CZE430,기흥동탄IC-기흥IC,2,버스차로,106.83,15
20200101,0900,0010CZE440,기흥IC-수원신갈IC,1,일반차로,101.32,204
20200101,0900,0010CZE440,기흥IC-수원신갈IC,2,버스차로,109.71,26
20200101,0900,0010CZE450,수원신갈IC-신갈JC,1,일반차로,100.96,233
20200101,0900,0010CZE450,수원신갈IC-신갈JC,2,버스차로,110.61,27
20200101,0900,0010CZE460,신갈JC-서울TG,1,일반차로,106.17,144
20200101,0900,0010CZE460,신갈JC-서울TG,2,버스차로,104.03,22
20200101,0900,0010CZE470,서울TG-판교IC,1,일반차로,113.07,139
20200101,0900,0010CZE470,서울TG-판교IC,2,버스차로,113.90,24
20200101,0900,0010CZE490,판교JC-대왕판교IC,1,일반차로,98.82,143
20200101,0900,0010CZE490,판교JC-대왕판교IC,2,버스차로,98.30,28
20200101,0900,0010CZE505,금토JC-양재IC,1,일반차로,101.69,205
20200101,0900,0010CZE505,금토JC-양재IC,2,버스차로,98.25,27
20200101,0900,0010CZE510,양재IC-서초IC,1,일반차로,0.00,-1
20200101,0900,0010CZE510,양재IC-서초IC,2,버스차로,0.00,-1
20200101,0900,0010CZE520,서초IC-반포IC,1,일반차로,0.00,-1
20200101,0900,0010CZE520,서초IC-반포IC,2,버스차로,0.00,-1
20200101,0900,0010CZE521,반포IC-잠원IC,1,일반차로,0.00,-1
20200101,0900,0010CZE521,반포IC-잠원IC,2,버스차로,0.00,-1
20200101,0900,0010CZE522,잠원IC-한남IC,1,일반차로,0.00,-1
20200101,0900,0010CZE522,잠원IC-한남IC,2,버스차로,0.00,-1
20200101,0900,0010CZS010,영락IC-구서IC,1,일반차로,95.19,53
20200101,0900,0010CZS011,부산TG-영락IC,1,일반차로,99.88,53
20200101,0900,0010CZS020,노포IC-부산TG,1,일반차로,102.81,54
20200101,0900,0010CZS030,노포JC-노포IC,1,일반차로,107.28,41
20200101,0900,0010CZS035,양산JC-노포JC,1,일반차로,102.06,41
20200101,0900,0010CZS040,양산IC-양산JC,1,일반차로,102.22,104
20200101,0900,0010CZS050,통도사Hi-양산IC,1,일반차로,109.62,100
20200101,0900,0010CZS055,통도사IC-통도사Hi,1,일반차로,0.00,-1
20200101,0900,0010CZS060,서울산IC-통도사IC,1,일반차로,103.49,107
20200101,0900,0010CZS070,언양JC-서울산IC,1,일반차로,0.00,-1
20200101,0900,0010CZS080,활천IC-언양JC,1,일반차로,107.17,36
20200101,0900,0010CZS085,경주IC-활천IC,1,일반차로,107.42,48
20200101,0900,0010CZS090,건천IC-경주IC,1,일반차로,106.45,33
20200101,0900,0010CZS100,영천JC-건천IC,1,일반차로,99.01,46
20200101,0900,0010CZS105,영천IC-영천JC,1,일반차로,99.30,27
20200101,0900,0010CZS110,경산IC-영천IC,1,일반차로,106.48,49
20200101,0900,0010CZS120,동대구JC-경산IC,1,일반차로,96.30,53
20200101,0900,0010CZS130,도동JC-동대구JC,1,일반차로,107.63,103
20200101,0900,0010CZS140,북대구IC-도동JC,1,일반차로,107.96,132
20200101,0900,0010CZS150,금호JC-북대구IC,1,일반차로,98.78,133
20200101,0900,0010CZS160,칠곡물류IC-금호JC,1,일반차로,103.04,85
20200101,0900,0010CZS170,왜관IC-칠곡물류IC,1,일반차로,102.44,78
20200101,0900,0010CZS180,남구미IC-왜관IC,1,일반차로,104.17,66
20200101,0900,0010CZS190,구미IC-남구미IC,1,일반차로,106.24,63
20200101,0900,0010CZS200,김천JC-구미IC,1,일반차로,110.06,56
20200101,0900,0010CZS210,동김천IC-김천JC,1,일반차로,97.24,35
20200101,0900,0010CZS215,김천IC-동김천IC,1,일반차로,98.79,28
20200101,0900,0010CZS220,추풍령IC-김천IC,1,일반차로,106.18,27
20200101,0900,0010CZS230,황간IC-추풍령IC,1,일반차로,107.10,32
20200101,0900,0010CZS240,영동IC-황간IC,1,일반차로,97.38,29
20200101,0900,0010CZS250,금강IC-영동IC,1,일반차로,95.25,35
20200101,0900,0010CZS260,옥천IC-금강IC,1,일반차로,106.26,40
20200101,0900,0010CZS270,비룡JC-옥천IC,1,일반차로,97.83,73
20200101,0900,0010CZS280,대전IC-비룡JC,1,일반차로,104.42,77
20200101,0900,0010CZS290,회덕JC-대전IC,1,일반차로,98.40,83
20200101,0900,0010CZS300,신탄진IC-회덕JC,1,일반차로,99.02,90
20200101,0900,0010CZS310,남청주IC-신탄진IC,1,일반차로,97.76,105
20200101,0900,0010CZS310,남청주IC-신탄진IC,2,버스차로,104.65,15
20200101,0900,0010CZS320,청주JC-남청주IC,1,일반차로,102.29,95
20200101,0900,0010CZS320,청주JC-남청주IC,2,버스차로,115.16,13
20200101,0900,0010CZS330,남이JC-청주JC,1,일반차로,101.83,104
20200101,0900,0010CZS330,남이JC-청주JC,2,버스차로,122.00,7
20200101,0900,0010CZS340,청주IC-남이JC,1,일반차로,99.91,75
20200101,0900,0010CZS340,청주IC-남이JC,2,버스차로,105.21,15
20200101,0900,0010CZS350,옥산IC-청주IC,1,일반차로,96.90,91
20200101,0900,0010CZS350,옥산IC-청주IC,2,버스차로,107.82,12
20200101,0900,0010CZS355,옥산JC-옥산IC,1,일반차로,97.51,77
20200101,0900,0010CZS355,옥산JC-옥산IC,2,버스차로,110.02,20
20200101,0900,0010CZS357,목천IC-옥산JC,1,일반차로,100.62,84
20200101,0900,0010CZS357,목천IC-옥산JC,2,버스차로,106.79,18
20200101,0900,0010CZS360,천안JC-목천IC,1,일반차로,102.94,77
20200101,0900,0010CZS360,천안JC-목천IC,2,버스차로,109.43,19
20200101,0900,0010CZS370,천안IC-천안JC,1,일반차로,98.90,157
20200101,0900,0010CZS370,천안IC-천안JC,2,버스차로,114.42,23
20200101,0900,0010CZS380,북천안IC-천안IC,1,일반차로,91.56,265
20200101,0900,0010CZS380,북천안IC-천안IC,2,버스차로,99.15,25
20200101,0900,0010CZS385,안성IC-북천안IC,1,일반차로,104.04,207
20200101,0900,0010CZS385,안성IC-북천안IC,2,버스차로,108.57,27
20200101,0900,0010CZS390,안성JC-안성IC,1,일반차로,105.90,224
20200101,0900,0010CZS390,안성JC-안성IC,2,버스차로,112.72,24
20200101,0900,0010CZS400,오산IC-안성JC,1,일반차로,98.55,245
20200101,0900,0010CZS400,오산IC-안성JC,2,버스차로,109.08,31
20200101,0900,0010CZS410,동탄JC-오산IC,1,일반차로,91.61,264
20200101,0900,0010CZS410,동탄JC-오산IC,2,버스차로,101.87,23
20200101,0900,0010CZS420,기흥동탄IC-동탄JC,1,일반차로,90.65,225
20200101,0900,0010CZS420,기흥동탄IC-동탄JC,2,버스차로,103.86,16
20200101,0900,0010CZS430,기흥IC-기흥동탄IC,1,일반차로,105.77,236
20200101,0900,0010CZS430,기흥IC-기흥동탄IC,2,버스차로,102.40,15
20200101,0900,0010CZS440,수원신갈IC-기흥IC,1,일반차로,93.12,224
20200101,0900,0010CZS440,수원신갈IC-기흥IC,2,버스차로,101.35,30
20200101,0900,0010CZS450,신갈JC-수원신갈IC,1,일반차로,94.58,227
20200101,0900,0010CZS450,신갈JC-수원신갈IC,2,버스차로,100.06,40
20200101,0900,0010CZS460,서울TG-신갈JC,1,일반차로,96.41,202
20200101,0900,0010CZS460,서울TG-신갈JC,2,버스차로,102.37,33
20200101,0900,0010CZS470,판교IC-서울TG,1,일반차로,108.92,149
20200101,0900,0010CZS470,판교IC-서울TG,2,버스차로,109.44,23
20200101,0900,0010CZS490,대왕판교IC-판교JC,1,일반차로,103.00,198
20200101,0900,0010CZS490,대왕판교IC-판교JC,2,버스차로,106.00,22
20200101,0900,0010CZS505,양재IC-금토JC,1,일반차로,92.45,256
20200101,0900,0010CZS505,양재IC-금토JC,2,버스차로,88.51,24
20200101,0900,0010CZS510,서초IC-양재IC,1,일반차로,0.00,-1
20200101,0900,0010CZS510,서초IC-양재IC,2,버스차로,0.00,-1
20200101,0900,0010CZS520,반포IC-서초IC,1,일반차로,0.00,-1
20200101,0900,0010CZS520,반포IC-서초IC,2,버스차로,0.00,-1
20200101,0900,0010CZS521,잠원IC-반포IC,1,일반차로,0.00,-1
20200101,0900,0010CZS521,잠원IC-반포IC,2,버스차로,0.00,-1
20200101,0900,0010CZS522,한남IC-잠원IC,1,일반차로,0.00,-1
20200101,0900,0010CZS522,한남IC-잠원IC,2,버스차로,0.00,-1
20200101,0900,0100CZE010,서순천IC-순천IC,1,일반차로,104.22,25
20200101,0900,0100CZE020,순천IC-순천JC,1,일반차로,105.54,20
20200101,0900,0100CZE025,순천JC-광양IC,1,일반차로,104.66,27
20200101,0900,0100CZE030,광양IC-동광양IC,1,일반차로,96.98,32
20200101,0900,0100CZE040,동광양IC-옥곡IC,1,일반차로,100.88,28
20200101,0900,0100CZE050,옥곡IC-진월IC,1,일반차로,93.43,29
20200101,0900,0100CZE060,진월IC-하동IC,1,일반차로,97.70,45
20200101,0900,0100CZE070,하동IC-진교IC,1,일반차로,102.49,46
20200101,0900,0100CZE080,진교IC-곤양IC,1,일반차로,0.00,-1
20200101,0900,0100CZE090,곤양IC-축동IC,1,일반차로,0.00,-1
20200101,0900,0100CZE100,축동IC-사천IC,1,일반차로,107.00,43
20200101,0900,0100CZE110,사천IC-진주JC,1,일반차로,111.04,74
20200101,0900,0100CZE120,진주JC-진주IC,1,일반차로,106.21,63
20200101,0900,0100CZE130,진주IC-문산IC,1,일반차로,103.93,63
20200101,0900,0100CZE140,문산IC-진성IC,1,일반차로,104.95,64
20200101,0900,0100CZE150,진성IC-지수IC,1,일반차로,110.49,72
20200101,0900,0100CZE160,지수IC-군북IC,1,일반차로,112.64,59
20200101,0900,0100CZE170,군북IC-장지IC,1,일반차로,105.98,50
20200101,0900,0100CZE180,장지IC-함안IC,1,일반차로,107.95,51
20200101,0900,0100CZE190,함안IC-산인JC,1,일반차로,105.34,64
20200101,0900,0100CZE200,산인JC-칠원JC,1,일반차로,0.00,-1
20200101,0900,0100CZE205,칠원JC - 창원1터널(서측),1,일반차로,0.00,-1
20200101,0900,0100CZE210,창원1터널(서측) - 창원1터널(동측),1,일반차로,97.25,60
20200101,0900,0100CZE215,창원1터널(동측) - 북창원IC,1,일반차로,103.94,59
20200101,0900,0100CZE220,북창원IC-창원JC,1,일반차로,0.00,-1
20200101,0900,0100CZE230,창원JC-동창원IC,1,일반차로,109.07,52
20200101,0900,0100CZE240,동창원IC-진영JC,1,일반차로,0.00,-1
20200101,0900,0100CZE245,진영JC-진례IC,1,일반차로,100.80,63
20200101,0900,0100CZE250,진례IC-진례JC,1,일반차로,0.00,-1
20200101,0900,0100CZE255,진례JC-냉정JC,1,일반차로,95.09,403
20200101,0900,0100CZE260,냉정JC-서김해IC,1,일반차로,112.60,34
20200101,0900,0100CZE270,서김해IC-동김해IC,1,일반차로,108.93,58
20200101,0900,0100CZE280,동김해IC-김해JC,1,일반차로,104.91,64
20200101,0900,0100CZE282,김해JC-북부산TG,1,일반차로,107.08,42
20200101,0900,0100CZE285,북부산TG-대저JC,1,일반차로,107.82,41
20200101,0900,0100CZE290,대저JC-덕천IC,1,일반차로,105.05,44
20200101,0900,0100CZS010,순천IC-서순천IC,1,일반차로,103.22,56
20200101,0900,0100CZS020,순천JC-순천IC,1,일반차로,94.71,21
20200101,0900,0100CZS025,광양IC-순천JC,1,일반차로,103.03,36
20200101,0900,0100CZS030,동광양IC-광양IC,1,일반차로,102.41,48
20200101,0900,0100CZS040,옥곡IC-동광양IC,1,일반차로,104.38,54
20200101,0900,0100CZS050,진월IC-옥곡IC,1,일반차로,95.07,50
20200101,0900,0100CZS060,하동IC-진월IC,1,일반차로,98.97,43
20200101,0900,0100CZS070,진교IC-하동IC,1,일반차로,93.85,40
20200101,0900,0100CZS080,곤양IC-진교IC,1,일반차로,0.00,-1
20200101,0900,0100CZS090,축동IC-곤양IC,1,일반차로,0.00,-1
20200101,0900,0100CZS100,사천IC-축동IC,1,일반차로,102.89,67
20200101,0900,0100CZS110,진주JC-사천IC,1,일반차로,107.78,96
20200101,0900,0100CZS120,진주IC-진주JC,1,일반차로,102.74,73
20200101,0900,0100CZS130,문산IC-진주IC,1,일반차로,110.86,65
20200101,0900,0100CZS140,진성IC-문산IC,1,일반차로,107.36,92
20200101,0900,0100CZS150,지수IC-진성IC,1,일반차로,108.87,120
20200101,0900,0100CZS160,군북IC-지수IC,1,일반차로,97.65,98
20200101,0900,0100CZS170,장지IC-군북IC,1,일반차로,101.41,127
20200101,0900,0100CZS180,함안IC-장지IC,1,일반차로,110.61,117
20200101,0900,0100CZS190,산인JC-함안IC,1,일반차로,103.16,123
20200101,0900,0100CZS200,칠원JC-산인JC,1,일반차로,0.00,-1
20200101,0900,0100CZS205,창원1터널(서측) - 철원JC,1,일반차로,0.00,-1
20200101,0900,0100CZS210,창원1터널(동측) - 창원1터널(서측),1,일반차로,86.65,130
20200101,0900,0100CZS215,북창원IC - 창원1터널(동측),1,일반차로,93.13,147
20200101,0900,0100CZS220,창원JC-북창원IC,1,일반차로,0.00,-1
20200101,0900,0100CZS230,동창원IC-창원JC,1,일반차로,98.06,178
20200101,0900,0100CZS240,진영JC-동창원IC,1,일반차로,0.00,-1
20200101,0900,0100CZS245,진례IC-진례IC,1,일반차로,93.64,146
20200101,0900,0100CZS250,진례IC-진례JC,1,일반차로,0.00,-1
20200101,0900,0100CZS255,냉정JC-진례JC,1,일반차로,94.62,101
20200101,0900,0100CZS260,서김해IC-냉정JC,1,일반차로,102.15,62
20200101,0900,0100CZS270,동김해IC-서김해IC,1,일반차로,103.64,99
20200101,0900,0100CZS280,김해JC-동김해IC,1,일반차로,107.97,108
20200101,0900,0100CZS282,북부산TG-김해JC,1,일반차로,102.61,59
20200101,0900,0100CZS285,대저JC-북부산TG,1,일반차로,109.81,94
20200101,0900,0100CZS290,덕천IC-대저JC,1,일반차로,89.61,98
20200101,0900,0101CZE010,시점(영암군학산면은곡리)-서영암IC,1,일반차로,104.09,28
20200101,0900,0101CZE020,서영암IC-서영암TG,1,일반차로,111.42,23
20200101,0900,0101CZE030,서영암TG-서호학산IC,1,일반차로,93.88,19
20200101,0900,0101CZE040,서호학산IC-강진IC,1,일반차로,106.83,14
20200101,0900,0101CZE050,강진IC-장흥IC,1,일반차로,119.02,18
20200101,0900,0101CZE060,장흥IC-보성IC,1,일반차로,109.43,24
20200101,0900,0101CZE070,보성IC-벌교IC,1,일반차로,112.12,20
20200101,0900,0101CZE080,벌교IC-고흥IC,1,일반차로,114.88,19
20200101,0900,0101CZE090,고흥IC-남순천TG,1,일반차로,111.43,59
20200101,0900,0101CZE100,남순천TG-순천만IC,1,일반차로,112.93,53
20200101,0900,0101CZE110,순천만IC-도롱IC,1,일반차로,104.48,55
20200101,0900,0101CZE120,도롱IC-해룡IC,1,일반차로,110.64,48
20200101,0900,0101CZS010,서영암IC-시점(영암군학산면은곡리),1,일반차로,117.75,22
20200101,0900,0101CZS020,서영암TG-서영암IC,1,일반차로,118.29,20
20200101,0900,0101CZS030,서호학산IC-서영암TG,1,일반차로,95.83,15
20200101,0900,0101CZS040,강진IC-서호학산IC,1,일반차로,112.35,21
20200101,0900,0101CZS050,장흥IC-강진IC,1,일반차로,107.54,9
20200101,0900,0101CZS060,보성IC-장흥IC,1,일반차로,108.47,10
20200101,0900,0101CZS070,벌교IC-보성IC,1,일반차로,106.16,55
20200101,0900,0101CZS080,고흥IC-벌교IC,1,일반차로,111.51,32
20200101,0900,0101CZS090,남순천TG-고흥IC,1,일반차로,104.92,49
20200101,0900,0101CZS100,순천만IC-남순천TG,1,일반차로,102.88,47
20200101,0900,0101CZS110,도롱IC-순천만IC,1,일반차로,101.64,42
20200101,0900,0101CZS120,해룡IC-도롱IC,1,일반차로,105.57,29
20200101,0900,0105CZE100,남문대교-진해IC,1,일반차로,89.44,2
20200101,0900,0105CZE110,진해IC-대청IC,1,일반차로,98.44,48
20200101,0900,0105CZE120,대청IC-산본IC,1,일반차로,108.65,22
20200101,0900,0105CZS100,진해IC-남문대교,1,일반차로,74.46,1
20200101,0900,0105CZS110,대청IC-진해IC,1,일반차로,101.99,11
20200101,0900,0105CZS120,산본IC-대청IC,1,일반차로,103.84,12
20200101,0900,0120CZE090,고서JC-담양JC,1,일반차로,95.70,33
20200101,0900,0120CZE100,담양JC-담양IC,1,일반차로,105.64,37
20200101,0900,0120CZE110,담양IC-순창IC,1,일반차로,108.71,28
20200101,0900,0120CZE120,순창IC-남원JC,1,일반차로,108.35,20
20200101,0900,0120CZE125,남원JC-남원IC,1,일반차로,114.15,16
20200101,0900,0120CZE130,남원IC~동남원IC,1,일반차로,117.20,17
20200101,0900,0120CZE140,동남원IC~지리산IC,1,일반차로,103.24,17
20200101,0900,0120CZE150,지리산IC-함양IC,1,일반차로,110.58,12
20200101,0900,0120CZE160,함양IC-함양JC,1,일반차로,94.31,15
20200101,0900,0120CZE170,함양JC-거창IC,1,일반차로,104.65,14
20200101,0900,0120CZE180,거창IC-가조IC,1,일반차로,110.43,27
20200101,0900,0120CZE190,가조IC-해인사IC,1,일반차로,92.09,25
20200101,0900,0120CZE200,해인사IC-고령IC,1,일반차로,103.38,24
20200101,0900,0120CZE210,고령IC-동고령IC,1,일반차로,108.80,27
20200101,0900,0120CZE220,동고령IC-고령JC,1,일반차로,109.17,22
20200101,0900,0120CZE230,고령JC-옥포JC,1,일반차로,104.28,41
20200101,0900,0120CZS090,담양JC-고서JC,1,일반차로,90.05,18
20200101,0900,0120CZS100,담양IC-담양JC,1,일반차로,106.03,28
20200101,0900,0120CZS110,순창IC-담양IC,1,일반차로,106.81,13
20200101,0900,0120CZS120,남원JC-순창IC,1,일반차로,109.09,13
20200101,0900,0120CZS125,남원IC-남원JC,1,일반차로,105.28,7
20200101,0900,0120CZS130,동남원IC~남원IC,1,일반차로,105.59,14
20200101,0900,0120CZS140,지리산IC~동남원IC,1,일반차로,104.35,18
20200101,0900,0120CZS150,함양IC-지리산IC,1,일반차로,108.99,8
20200101,0900,0120CZS160,함양JC-함양IC,1,일반차로,105.87,13
20200101,0900,0120CZS170,거창IC-함양JC,1,일반차로,114.26,16
20200101,0900,0120CZS180,가조IC-거창IC,1,일반차로,109.31,30
20200101,0900,0120CZS190,해인사IC-가조IC,1,일반차로,101.50,35
20200101,0900,0120CZS200,고령IC-해인사IC,1,일반차로,101.60,50
20200101,0900,0120CZS210,동고령IC-고령IC,1,일반차로,114.75,59
20200101,0900,0120CZS220,고령JC-동고령IC,1,일반차로,75.63,36
20200101,0900,0120CZS230,옥포JC-고령JC,1,일반차로,102.81,53
20200101,0900,0121CZE010,무안공항IC-북무안IC,1,일반차로,97.91,10
20200101,0900,0121CZE020,북무안IC-함평JC,1,일반차로,109.86,72
20200101,0900,0121CZE030,함평JC-동함평IC,1,일반차로,111.06,82
20200101,0900,0121CZE040,동함평IC-문평IC,1,일반차로,108.40,120
20200101,0900,0121CZE050,문평IC-나주IC,1,일반차로,110.19,105
20200101,0900,0121CZE060,나주IC-서광산IC,1,일반차로,110.81,101
20200101,0900,0121CZE070,서광산IC-동광산TG,1,일반차로,116.53,101
20200101,0900,0121CZE080,동광산TG-운수IC,1,일반차로,108.94,84
20200101,0900,0121CZS010,북무안IC-무안공항IC,1,일반차로,106.68,5
20200101,0900,0121CZS020,함평JC-북무안IC,1,일반차로,104.95,13
20200101,0900,0121CZS030,동함평IC-함평JC,1,일반차로,109.85,30
20200101,0900,0121CZS040,문평IC-동함평IC,1,일반차로,108.44,40
20200101,0900,0121CZS050,나주IC-문평IC,1,일반차로,108.18,47
20200101,0900,0121CZS060,서광산IC-나주IC,1,일반차로,108.43,42
20200101,0900,0121CZS070,동광산TG-서광산IC,1,일반차로,109.52,51
20200101,0900,0121CZS080,운수IC-동광산TG,1,일반차로,96.74,46
20200101,0900,0140CZE010,고창JC-남고창IC,1,일반차로,111.05,28
20200101,0900,0140CZE020,남고창IC-장성물류IC,1,일반차로,109.79,32
20200101,0900,0140CZE030,장성물류IC-장성JC,1,일반차로,116.89,21
20200101,0900,0140CZE040,장성JC-북광주IC,1,일반차로,106.30,6
20200101,0900,0140CZE050,북광주IC-담양JC,1,일반차로,99.96,20
20200101,0900,0140CZE060,담양JC-대덕JC,1,일반차로,97.63,10
20200101,0900,0140CZS010,남고창IC-고창JC,1,일반차로,98.73,16
20200101,0900,0140CZS020,장성물류IC-남고창IC,1,일반차로,108.08,24
20200101,0900,0140CZS030,장성JC-장성물류IC,1,일반차로,108.66,22
20200101,0900,0140CZS040,북광주IC-장성JC,1,일반차로,114.35,20
20200101,0900,0140CZS050,담양JC-북광주IC,1,일반차로,116.27,10
20200101,0900,0140CZS060,대덕JC-담양JC,1,일반차로,108.00,5
20200101,0900,0150CZE010,목포IC-일로IC,1,일반차로,102.13,63
20200101,0900,0150CZE020,일로IC-목포TG,1,일반차로,0.00,-1
20200101,0900,0150CZE030,목포TG-무안IC,1,일반차로,113.82,64
20200101,0900,0150CZE040,무안IC-함평JC,1,일반차로,109.67,72
20200101,0900,0150CZE050,함평JC-함평IC,1,일반차로,114.86,16
20200101,0900,0150CZE060,함평IC-영광IC,1,일반차로,110.35,19
20200101,0900,0150CZE070,영광IC-고창JC,1,일반차로,113.80,20
20200101,0900,0150CZE080,고창JC-고창IC,1,일반차로,112.27,37
20200101,0900,0150CZE090,고창IC-선운산IC,1,일반차로,116.04,34
20200101,0900,0150CZE100,선운산IC-줄포IC,1,일반차로,110.26,22
20200101,0900,0150CZE110,줄포IC-부안IC,1,일반차로,108.83,25
20200101,0900,0150CZE120,부안IC-서김제IC,1,일반차로,113.42,28
20200101,0900,0150CZE130,서김제IC-동군산IC,1,일반차로,99.58,20
20200101,0900,0150CZE140,동군산IC-군산IC,1,일반차로,105.45,23
20200101,0900,0150CZE150,군산IC-동서천JC,1,일반차로,103.50,25
20200101,0900,0150CZE160,동서천JC-서천IC,1,일반차로,111.79,23
20200101,0900,0150CZE170,서천IC-춘장대IC,1,일반차로,109.43,36
20200101,0900,0150CZE180,춘장대IC-무창포IC,1,일반차로,106.88,25
20200101,0900,0150CZE190,무창포IC-대천IC,1,일반차로,108.53,38
20200101,0900,0150CZE200,대천IC-광천IC,1,일반차로,109.03,35
20200101,0900,0150CZE210,광천IC-홍성IC,1,일반차로,115.73,35
20200101,0900,0150CZE220,홍성IC-해미IC,1,일반차로,110.75,63
20200101,0900,0150CZE230,해미IC-서산IC,1,일반차로,109.63,53
20200101,0900,0150CZE240,서산IC-당진JC,1,일반차로,99.94,56
20200101,0900,0150CZE250,당진JC-당진IC,1,일반차로,112.16,93
