#date,checker,turbidity,ph,chlorine,temperature,conductivity
"15:00:00,","내곡,",0.04,7.0,0.34,6.2849836349487305,220.0
"15:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.5,211.0
"15:00:00,","양재동(매헌초교),",0.1,7.1,0.22,6.7,207.0
"15:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.2,199.0
"15:00:00,","삼성,",0.02,7.0,0.37,5.7,100.0
"15:00:00,","봉은,",0.05,7.1,0.41,7.1,217.0
"15:00:00,","수서,",0.02,7.0,0.33,5.7,100.0
"15:00:00,","자곡동(자곡증압),",0.04,7.2,0.33,4.3,221.0
"15:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.6,234.0
"16:00:00,","서초,",0.04,7.1,0.38,5.8,236.0
"16:00:00,","방배,",0.05,7.2,0.37,5.5,216.0
"16:00:00,","일원,",0.05,7.1,0.35,7.1,228.0
"16:00:00,","내곡동(연간단가),",0.02,7.2,0.41,5.4,236.57948303222656
"16:00:00,","도곡동(강남수도),",0.05,7.1,0.25,4.8,214.0
"16:00:00,","반포,",0.05,7.0,0.37,6.1,239.0
"16:00:00,","내곡동(연간단가),",0.05,7.2,0.33,6.1,215.0
"16:00:00,","반포동(자이A),",0.03,6.9,0.41,4.2,199.0
"14:00:00,","방배동(청두공원),",0.028990546241402626,7.080784797668457,0.31037572026252747,11.814374923706055,222.48812866210938
"16:00:00,","내곡,",0.04,7.0,0.34,8.3,218.0
"16:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.2,211.0
"16:00:00,","논현동(논현초교),",0.09,7.0,0.21,7.8,206.0
"16:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.3,200.0
"16:00:00,","삼성,",0.02,7.0,0.37,5.7,100.0
"16:00:00,","봉은,",0.05,7.1,0.41,7.1,218.0
"16:00:00,","수서,",0.02,7.0,0.34,5.7,100.0
"16:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,4.1,222.0
"16:00:00,","삼성동(삼성증압),",0.04,7.2,0.33,5.6,234.0
"17:00:00,","서초,",0.04,7.1,0.38,5.5,236.0
"17:00:00,","방배,",0.05,7.2,0.38,5.6,216.0
"17:00:00,","일원,",0.04,7.1,0.27,7.2,229.0
"17:00:00,","반포동(자이A),",0.02,7.2,0.41,5.4,226.0
"17:00:00,","도곡동(강남수도),",0.05,7.0,0.27817821502685547,4.8,216.0
"17:00:00,","반포,",0.05,7.0,0.36,6.1,240.0
"17:00:00,","내곡동(연간단가),",0.05,7.2,0.39,6.2,215.0
"17:00:00,","반포동(자이A),",0.03,7.0,0.4,4.3,199.0
"17:00:00,","방배동(청두공원),",0.028673965483903885,7.088440418243408,0.3138386905193329,11.650409698486328,217.21446228027344
"17:00:00,","내곡,",0.04,7.0,0.34,8.3,220.0
"17:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.4,211.0
"17:00:00,","논현동(논현초교),",0.1,7.1,0.21,7.7,206.0
"17:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.1,247.0901336669922
"17:00:00,","삼성,",0.02,7.0,0.40697529911994934,5.8,100.0
"17:00:00,","봉은,",0.05,7.0937628746032715,0.41,7.1,219.0
"17:00:00,","수서,",0.02,7.0,0.34,5.8,100.0
"17:00:00,","자곡동(자곡증압),",0.04,7.2,0.37,4.0,222.0
"17:00:00,","삼성동(삼성증압),",0.04,7.2,0.33,5.6,234.0
"18:00:00,","서초,",0.04,7.1,0.38,5.1,236.0
"18:00:00,","방배,",0.05,7.2,0.38,5.5,216.0
"18:00:00,","일원,",0.04,7.1,0.28,6.750884532928467,228.0
"18:00:00,","우면산,",0.02,7.2,0.41,3.991896629333496,226.0
"18:00:00,","도곡동(강남수도),",0.05,7.1,0.27,5.4,217.0
"18:00:00,","반포,",0.05,7.0,0.36,6.1,240.0
"18:00:00,","내곡동(연간단가),",0.05,7.2,0.33,6.1,215.0
"18:00:00,","반포동(자이A),",0.03,7.0,0.39,4.286994457244873,199.0
"18:00:00,","방배동(청두공원),",0.031017500907182693,7.081308841705322,0.3190622329711914,11.865249633789062,225.4910430908203
"18:00:00,","내곡,",0.05,7.009102821350098,0.37,8.2,219.0
"18:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.5,211.0
"18:00:00,","양재동(매헌초교),",0.1,7.1,0.21,7.1,206.0
"18:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.1,202.0
"18:00:00,","삼성,",0.02,7.0,0.37,5.7,100.0
"18:00:00,","봉은,",0.05,7.1,0.41,7.1,220.0
"18:00:00,","수서,",0.02,7.0,0.35,5.7,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,4.0,223.0
"18:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.4,234.0
"19:00:00,","서초,",0.04,7.1,0.37,5.7,237.0
"19:00:00,","방배,",0.05,7.2,0.37,5.5,216.0
"19:00:00,","일원,",0.04,7.1,0.36,7.0,228.0
"19:00:00,","반포동(자이A),",0.02,7.2,0.41,5.4,227.0
"22:00:00,","도곡동(강남수도),",0.05,7.1,0.26,5.9,218.0
"19:00:00,","반포,",0.05,7.0,0.35,6.1,240.0
"19:00:00,","내곡동(연간단가),",0.05,7.2,0.31,6.2,216.0
"19:00:00,","반포동(자이A),",0.04,7.0,0.38,4.6,199.0
"19:00:00,","방배동(청두공원),",0.031099848449230194,7.078066349029541,0.3170037865638733,11.997082710266113,228.85218811035156
"19:00:00,","내곡,",0.04,7.0,0.35,5.996795177459717,219.0
"19:00:00,","우면동(품질시험소),",0.04,7.2,0.3,8.3,211.0
"19:00:00,","논현동(논현초교),",0.1,7.1,0.22744052112102509,7.1,207.0
"19:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.9,203.0
"19:00:00,","삼성,",0.02,7.0,0.37,5.7,100.0
"19:00:00,","봉은,",0.05,7.1,0.41,7.2,221.0
"19:00:00,","수서,",0.02,7.0,0.34,5.7,100.0
"19:00:00,","자곡동(자곡증압),",0.04,7.1,0.38,3.9,223.0
"19:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.4,236.0
"20:00:00,","서초,",0.04,7.1,0.37,5.8,237.0
"20:00:00,","방배,",0.05,7.2,0.38,5.5,217.0
"20:00:00,","일원,",0.05,7.1,0.41,6.9,230.0
"20:00:00,","우면산,",0.02,7.2,0.41,4.414065837860107,228.0
"20:00:00,","도곡동(강남수도),",0.05,7.1,0.24,6.2,217.0
"20:00:00,","반포,",0.05,6.9,0.35,6.1,240.0
"20:00:00,","내곡동(연간단가),",0.05,7.2,0.31,6.3,217.0
"20:00:00,","반포동(자이A),",0.04,7.007645130157471,0.37,4.7,199.0
"20:00:00,","방배동(청두공원),",0.029926985502243042,7.087099075317383,0.31011712551116943,11.543401718139648,230.0894317626953
"20:00:00,","내곡,",0.05,7.0,0.33,8.1,257.3392639160156
"20:00:00,","우면동(품질시험소),",0.04,7.2,0.25,8.3,211.0
"20:00:00,","논현동(논현초교),",0.1,7.0,0.21,19.30687713623047,206.0
"20:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.8,203.0
"20:00:00,","삼성,",0.019318215548992157,7.0,0.37,5.7,100.0
"20:00:00,","봉은,",0.05,7.1,0.41,7.2,222.0
"20:00:00,","수서,",0.02,7.0,0.34,5.7,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,4.0,223.0
"20:00:00,","삼성동(삼성증압),",0.04,7.1,0.34,5.3,237.0
"21:00:00,","서초,",0.04,7.1,0.37,5.7,237.0
"21:00:00,","방배,",0.05,7.2,0.39,5.4,218.0
"21:00:00,","일원,",0.04,7.1,0.44,6.9,255.95892333984375
"03:00:00,","우면산,",0.02,7.2,0.41,5.5,229.0
"21:00:00,","도곡동(강남수도),",0.05,7.1,0.24,5.9,218.0
"21:00:00,","반포,",0.05,6.9,0.360506534576416,6.1,240.0
"21:00:00,","내곡동(연간단가),",0.05,7.2,0.33,6.3,217.0
"21:00:00,","반포동(자이A),",0.04,7.0,0.36,4.8,199.0
"21:00:00,","방배동(청두공원),",0.02791251614689827,7.091224670410156,0.32724377512931824,11.271069526672363,217.73345947265625
"21:00:00,","내곡,",0.04,7.0,0.35,8.3,219.0
