,eventName,eventVenue,eventContent,startDate,endDate,startTime,endTime,eventFare,eventOrganization,eventHost,phoneNumber,sponOrganization,numSeat,admissionFee,ageEntry,discountInfo,precaution,homepageLink,reserveInfo,parking,address1,address2,latitude,longitude,baseDate,code,providName,Unnamed: 27
18,한 웅큼의 빛,예주문화예술회관,창작연극,2017-04-19~,2017-04-19,19:00,20:30~,무료,극단 자유바다,극단 자유바다,054-730-7771,0,531.0,무료,해당없음,해당없음,음식물 반입금지+공연중 동영상 및 사진촬영 금지,http://art.yd.go.kr,http://art.yd.go.kr,Y,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.52973493,129.40508459999998,2021-09-15,5180000,경상북도 영덕군,0
19,광주버스킹연합,상무역,통기타,2019-03-01~,2019-11-30,17:00,17:30~,무료,M&I악기연습실(광주통기타마을),M&I악기연습실(광주통기타마을),062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 세번째 월요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
20,지니로니통기타,상무역,통기타,2019-03-01~,2019-11-30,16:00,17:00~,무료,지니로니통기타,지니로니통기타,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 세번째 금요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
21,임석인과좋은친구들,상무역,색소폰,2019-03-01~,2019-11-30,15:00,16:00~,무료,임석인과좋은친구들,임석인과좋은친구들,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 두번째 화요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
22,아티스트 인 대구 <손혜영>,용지홀,국악,2021-09-25~,2021-09-25,19:30,21:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
23,광주시낭송가협회,상무역,시낭송,2019-03-01~,2019-11-30,19:00,20:00~,무료,광주시낭송가협회,광주시낭송가협회,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 두번째 월요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
24,NCM우쿨렐레 앙상블,상무역,우쿨렐레,2019-03-01~,2019-11-30,19:00,20:00~,무료,N.C.M.U,N.C.M.U,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,짝수달 세번째주 목요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
25,재능시낭송협회 시낭송,상무역,시낭송,2019-03-01~,2019-11-30,18:30,19:30~,무료,재능시낭송협회,재능시낭송협회,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 마지막주 목요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
26,두리두바 통기타,상무역,통기타,2019-03-01~,2019-11-30,17:30,18:30~,무료,두리두바,두리두바,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 두번째 목요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
27,상무역온마을축제,상무역,종합,2019-03-01~,2019-11-30,14:30,16:00~,무료,상무역온마을축제,상무역온마을축제,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 첫번째 목요일,해당없음,해당없음,Y,광주광역시 서구 상무대로 지하 777(마륵동),광주광역시 서구 마륵동 164-3,35.1468106,126.8487877,2021-09-16,B551232,광주광역시도시철도공사,0
28,농성역하모니예술단,농성역,종합,2019-03-01~,2019-11-30,14:00,16:30~,무료,농성역 공연단,농성역 공연단,062-604-8103,광주광역시도시철도공사,200.0,무료,제한없음,해당없음,매주 수요일,해당없음,해당없음,N,광주광역시 서구 상무대로 지하 1123(농성동),광주광역시 서구 농성동 483-11,35.15347249,126.8838597,2021-09-16,B551232,광주광역시도시철도공사,0
29,활인도 공연단,금남로4가역,종합,2019-03-01~,2019-11-30,14:00,17:00~,무료,활인도 공연단,활인도 공연단,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,"매월 두번째 화요일, 네번째 목요일",해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
30,최세영어울림한마당,금남로4가역,우리춤,2019-03-01~,2019-11-30,14:00,15:00~,무료,최영선어울림한마당,최영선어울림한마당,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 세번째 목요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
31,조단우리가락연구회,금남로4가역,국악,2019-03-01~,2019-11-30,15:00,16:00~,무료,조단우리가락연구회,조단우리가락연구회,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 네번째 목요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
32,꿈사랑공연예술단,금남로4가역,가요,2019-03-01~,2019-11-30,14:00,15:00~,무료,꿈사랑공연예술단,꿈사랑공연예술단,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 네번째 화요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
33,정미정가요무대,금남로4가역,가요,2019-03-01~,2019-11-30,15:00,16:00~,무료,정미정가요무대,정미정가요무대,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 세번째 목요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
34,금남로4가예술단,금남로4가역,가요,2019-03-01~,2019-11-30,16:00,17:00~,무료,금남로4가예술단,금남로4가예술단,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,두번째 화요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
35,코리아문화예술단,금남로4가역,국악,2019-03-01~,2019-11-30,15:00,16:00~,무료,코리아문화예술단,코리아문화예술단,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,두번째 화요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
36,빛고을음악회,금남로4가역,색소폰,2019-03-01~,2019-11-30,13:30,15:00~,무료,빛고을음악회,빛고을음악회,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 두번째 목요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
37,산여울색소폰연구회,금남로4가역,색소폰,2019-03-01~,2019-11-30,13:30,14:30~,무료,산여울색소폰연구회,산여울색소폰연구회,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,매월 두번째 금요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
38,한국문학예술협회 시낭송,금남로4가역,시낭송,2019-03-01~,2019-11-30,18:30,19:30~,무료,한국문학예술협회,한국문학예술협회,062-604-8103,광주광역시도시철도공사,100.0,무료,제한없음,해당없음,짝수달 매월 세번째 금요일,해당없음,해당없음,N,광주광역시 동구 금남로 지하 210(금남로4가),광주광역시 동구 금남로4가 105,35.15054174,126.91481189999999,2021-09-16,B551232,광주광역시도시철도공사,0
39,가야금 앙상블 “280”,예악당,전통예술원 가야금앙상블 “280” 10주년 기념연주회,2017-03-10~,2017-03-10,19:00,20:30~,무료,국립국악원,가야금 앙상블 “280”,02-580-3300,0,722.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
40,금요공감-두번째달 국악 프로젝트,우면당,금요공감,2017-03-10~,2017-11-24,20:00,21:30~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
41,금요공감-기시(旣視)적 충돌(안덕기),우면당,금요공감,2017-03-10~,2017-11-24,20:00,21:30~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
42,금요공감-김준영의 거문고-Broaden(부러  든),우면당,금요공감,2017-03-10~,2017-11-24,20:00,21:30~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
43,금요공감 - 재즈 쿼텟과 함께하는 원완철의 ‘색다른 대금 이야기’,우면당,금요공감,2017-03-10~,2017-11-24,20:00,21:30~,유료,국립국악원,국립국악원,02-580-3300,0,375.0,A석:20000원 B석:10000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
44,제22회 전국 신인 正歌.樂발표회 '미래를 열어갈 젊은 신인들의 무대',예악당,제22회 전국 신인 正歌.樂발표회 '미래를 열어갈 젊은 신인들의 무대',2017-03-11~,2017-03-11,17:00,18:30~,무료,국립국악원,(재)월하문화재단,02-764-1778,0,722.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
45,이자연의 해금산조,풍류사랑방,이자연의 해금산조,2017-03-12~,2017-03-12,17:00,18:00~,무료,국립국악원,이자연,02-580-3300,0,140.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
46,한국거문고앙상블 제10회 정기연주회 -금세계-,예악당,한국거문고앙상블 제10회 정기연주회 -금세계-,2017-03-12~,2017-03-12,17:00,18:00~,무료,국립국악원,한국거문고앙상블,02-580-3300,0,722.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
47,판소리 수궁가 완창발표회,풍류사랑방,판소리 수궁가 완창발표회,2017-03-14~,2017-03-14,19:00,21:00~,무료,국립국악원,전은령,02-580-3300,0,140.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
48,2017 전통음악연주회,우면당,2017 전통음악연주회,2017-03-15~,2017-03-15,19:30,21:00~,무료,국립국악원,정농악회,02-580-3300,0,375.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
49,산조  소리로 물들다,풍류사랑방,산조  소리로 물들다,2017-03-19~,2017-03-19,17:00,18:00~,무료,국립국악원,김문주,02-580-3300,0,140.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
50,고령군립가야금 연주단 순회공연(서울),우면당,고령군립가야금 연주단 순회공연(서울),2017-03-21~,2017-03-21,19:30,20:30~,무료,국립국악원,고령군립가야금연주단,02-580-3300,0,375.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
51,제60회 허니데이 사랑한마당,예악당,제60회 허니데이 사랑한마당,2017-03-21~,2017-03-21,19:30,21:00~,무료,국립국악원,락음국악단,02-580-3300,0,722.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
52,2016 피리정악 및 대취타 보존회 정기연주,예악당,2016 피리정악 및 대취타보존회 정기연주,2017-03-22~,2017-03-22,20:00,21:30~,무료,국립국악원,피리정악 및 대취타 보존회,02-580-3300,0,722.0,0,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
53,국악콘서트 다담: 오순경-복을 부르는 그림을 내 집안에,우면당,오전의 국악콘서트 ''다담茶談'',2017-03-29~,2017-12-27,11:00,12:30~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:10000원 B석:5000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
54,국악콘서트 다담: 송인수-사교육 걱정 없는 세상은 꼭 옵니다,우면당,오전의 국악콘서트 ''다담茶談'',2017-03-29~,2017-12-27,11:00,12:30~,유료,국립국악원,국립국악원. 전통공연예술진흥재단,02-580-3300,궁중화장품 후,375.0,A석:10000원 B석:5000원,취학아동이상,0,0,www.gugak.go.kr,www.gugak.go.kr,Y,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 700,37.47771836,127.00981780000001,2020-08-26,1371034,문화체육관광부 국립국악원,0
55,테너 롤란도 빌라존 리사이틀,용지홀,음악회,2021-10-10~,2021-10-10,17:00,19:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
56,아티스트 인 대구 <나윤아>,무학홀,음악회,2021-10-14~,2021-10-14,19:30,21:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,301.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
57,대구예술가곡회 <예술가곡의 밤>,용지홀,음악회,2021-10-15~,2021-10-15,19:30,21:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
58,발레 <돈키호테>,용지홀,발레,2021-10-23~,2021-10-24,19:00,21:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
59,10월 문화가있는날 <이원주>,무학홀,음악회,2021-10-27~,2021-10-27,19:30,21:00~,무료,수성아트피아,수성아트피아,053-668-1800,0,301.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
60,수성구여성합창단 수성사랑음악회,용지홀,음악회,2021-10-28~,2021-10-28,19:30,21:00~,무료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
61,국립발레단 꿈나무 발레 교실 발표,용지홀,발레,2021-11-04~,2021-11-04,19:30,21:00~,무료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
62,대구국제방송교향악단 <레미제라블 : 장발장>,용지홀,음악회,2021-11-12~,2021-11-12,19:30,21:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
63,수성청소년오케스트라 정기연주회,용지홀,음악회,2021-11-29~,2021-11-29,19:30,21:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
64,문지영 피아노 리사이틀,용지홀,음악회,2021-12-02~,2021-12-02,19:30,21:00~,유료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
65,코리안팝스오케스트라,용지홀,음악회,2021-12-05~,2021-12-05,17:00,19:00~,무료,수성아트피아,수성아트피아,053-668-1800,0,1159.0,0,0,0,0,http://www.ssartpia.kr,0,Y,대구광역시 수성구 무학로 180,대구광역시 수성구 지산동 1137-3,35.82928349,128.6282735,2021-09-02,3460000,대구광역시 수성구,0
